Customer Number,Campaign Period Sales ,Historical Sales Volume ,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language
9755430, $-   ,"$508,310.71 ",2015-10-07,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,Nov-50,English
9755883, $-   ,"$1,149,172.00 ",1997-03-15,12,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
9756243,$269.64 ,"$51,770.37 ",1966-07-01,3,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
9760152, $-   ,"$2,168,388.00 ",1983-11-01,15,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,Y,Y,101-500,
9761167, $-   ,"$227,994.00 ",2007-12-18,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
9764335, $-   ,"$1,511,250.00 ",1979-03-15,31,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
9764490, $-   ,"$58,244.85 ",1996-05-01,2,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,06-Oct,English
9764653,$258.73 ,"$196,635.52 ",2017-01-03,19,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,06-Oct,English
9769466, $-   ,"$275,466.24 ",1998-02-01,18,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,101-500,English
9780723, $-   ,"$2,855,250.00 ",1996-03-01,6,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,N,N,N,N,N,N,Y,N, ,
9792922,$341.71 ,"$194,772.80 ",1962-03-01,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
9793593, $-   ,"$83,403.84 ",2001-09-24,3,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,N,Nov-50,English
9796074,$178.13 ,"$259,362.13 ",1994-10-15,16,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9798021, $-   ,"$301,741.10 ",1997-06-15,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9801623,"$1,941.17 ","$248,469.33 ",1995-12-15,1,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
9802163, $-   ,"$211,604.80 ",1997-02-01,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9803556, $-   ,"$1,035,107.33 ",2006-01-18,19,TRUE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,500+,English
9807634, $-   ,"$472,492.80 ",1998-04-17,14,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
9808932, $-   ,"$172,279.38 ",1989-04-01,3,TRUE,FALSE,TRUE,AUTO RENEW,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
9810664,"$3,129.17 ","$228,429.17 ",1975-01-15,16,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
9810947, $-   ,"$409,454.76 ",1987-07-01,9,FALSE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,Y,01-May,English
9811381,$798.03 ,"$494,776.53 ",2018-01-26,5,FALSE,TRUE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,51-100,English
9812590, $-   ,"$268,322.82 ",1990-01-15,23,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
9812602, $-   ,"$770,335.71 ",1991-01-01,25,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,Y,N,06-Oct,
9813968, $-   ,"$2,047,792.50 ",1991-10-15,5,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N, ,
9814919, $-   ,"$585,903.00 ",1998-06-19,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
9817198, $-   ,"$34,125.56 ",1996-02-01,7,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),Y,N,N,N,N,N,N,N,Y,01-May,English
9818521,$155.41 ,"$39,630.40 ",1993-12-15,15,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
9819556, $-   ,"$24,940.13 ",1991-03-01,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9820090,"$1,761.33 ","$697,485.36 ",1991-12-15,12,FALSE,FALSE,FALSE,AUTO RENEW,WEB,Y,N,N,N,N,N,N,N,Y,101-500,English
9820803, $-   ,"$76,464.27 ",1986-11-15,20,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
9827282, $-   ,"$302,011.73 ",1987-03-01,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
9828643, $-   ,"$383,881.14 ",1998-05-15,15,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,N,N,N,N,N,N,Y,Y,06-Oct,English
9829697,$58.00 ,"$129,456.00 ",1972-06-01,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,
9831322, $-   ,"$197,616.84 ",1997-10-15,17,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,Arabic
9831739, $-   ,"$565,369.20 ",1985-05-01,12,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
9840452, $-   ,"$756,485.71 ",1988-05-01,25,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,06-Oct,English
9844973, $-   ,"$498,243.20 ",1992-01-15,20,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
9845294, $-   ,"$345,208.69 ",1984-11-15,12,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
9847048, $-   ,"$373,419.07 ",1963-01-15,9,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,Nov-50,English
9847689,"$1,547.33 ","$793,782.00 ",1992-03-15,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,101-500,English
9849594, $-   ,"$1,249,809.60 ",2016-04-15,26,FALSE,FALSE,FALSE,NOTICE,,N,N,N,N,N,N,N,N,Y,500+,Greek
9851481, $-   ,"$503,472.67 ",1997-05-01,25,FALSE,TRUE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,Y,Y,Nov-50,English
9852259, $-   ,"$133,430.40 ",1998-02-01,8,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N,Nov-50,
9861029, $-   ,"$319,010.00 ",1984-05-01,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
9861625,$189.89 ,"$492,183.77 ",1994-10-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9864177,$498.24 ,"$170,398.08 ",1994-06-15,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
9866593,"$3,374.15 ","$688,326.60 ",1978-04-15,3,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
9871066, $-   ,"$494,157.43 ",1987-03-01,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
9871125, $-   ,"$745,280.64 ",1997-03-01,26,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,Nov-50,English
9881680, $-   ,"$408,844.80 ",2007-09-11,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,Nov-50,English
9881852,$64.73 ,"$17,801.67 ",1992-09-01,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
9887544,$301.15 ,"$476,112.88 ",1981-08-01,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
9890852, $-   ,"$38,457.81 ",1991-07-01,2,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
9891575,$207.30 ,"$235,072.80 ",1979-11-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9896957, $-   ,"$389,972.92 ",1993-04-15,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
9902364, $-   ,"$894,558.60 ",1990-09-01,2,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,N, ,
9902997,$142.86 ,"$366,428.57 ",1972-12-25,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9906286,"$1,563.90 ","$60,992.10 ",2012-03-15,28,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N, ,
9906703, $-   ,"$658,967.18 ",1997-05-01,18,FALSE,FALSE,FALSE,AUTO RENEW,WEB,Y,N,N,N,N,N,N,N,Y,06-Oct,English
9907627,$187.45 ,"$182,199.09 ",1995-07-01,9,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
9908474, $-   ,"$231,876.80 ",1990-01-15,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
9910465,$145.24 ,"$264,184.28 ",1969-02-01,17,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
9910545, $-   ,"$3,015,872.53 ",1986-07-01,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,500+,English
9912246, $-   ,"$2,577,766.10 ",1997-11-15,17,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,N,500+,English
9912916,$442.62 ,"$957,395.71 ",1980-12-15,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,Nov-50,English
9914183,"$1,477.33 ","$395,925.33 ",1993-06-15,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
9914630, $-   ,"$538,802.00 ",1996-09-01,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
9915173,$479.48 ,"$647,302.50 ",1979-10-01,9,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
9916403, $-   ,"$105,102.50 ",1987-10-15,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
9916933, $-   ,"$304,011.00 ",1997-10-01,17,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
9921290, $-   ,"$856,304.46 ",1995-12-01,23,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9921901, $-   ,"$392,895.36 ",1995-04-15,18,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
9923424, $-   ,"$521,062.08 ",1997-04-01,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,01-May,English
9928287, $-   ,"$690,030.60 ",2014-10-21,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
9929794, $-   ,"$679,270.90 ",1983-12-15,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English
9936629, $-   ,"$227,896.50 ",1997-03-01,5,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,101-500,English
9938568, $-   ,"$1,976,546.00 ",2016-05-11,15,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,101-500,English
9940070, $-   ,"$59,341.57 ",1989-09-01,8,FALSE,FALSE,FALSE,AUTO RENEW,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,01-May,English
9940521,$380.48 ,"$856,071.43 ",2006-05-15,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9943920, $-   ,"$454,407.36 ",2006-08-09,22,FALSE,FALSE,FALSE,NOTICE,,N,N,N,N,N,N,N,N,Y,Nov-50,English
9944629,$182.06 ,"$43,693.71 ",1974-10-15,16,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9945491, $-   ,"$365,724.84 ",1992-01-01,15,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,Y,N,N,N,N,N,N,Y,51-100,English
9946468, $-   ,"$137,543.47 ",1992-02-15,7,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,Nov-50,English
9952657, $-   ,"$294,220.00 ",1989-02-15,20,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
9952687, $-   ,"$3,125,391.36 ",1997-04-15,26,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,Nov-50,English
9955799, $-   ,"$690,034.29 ",1980-07-15,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9957104,$368.94 ,"$764,068.82 ",1995-02-15,19,FALSE,TRUE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,06-Oct,English
9957687, $-   ,"$750,647.50 ",1997-07-01,5,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
9960637,"$1,585.60 ","$938,675.20 ",2017-08-01,8,FALSE,TRUE,FALSE,NOTICE,PHONE,Y,N,N,N,N,N,N,N,Y, ,
9961661, $-   ,"$84,165.94 ",1984-09-01,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9963483, $-   ,"$266,065.07 ",1974-07-15,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
9964164, $-   ,"$156,411.33 ",2013-04-05,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
9964297, $-   ,"$287,263.43 ",2015-04-28,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9966734, $-   ,"$348,630.19 ",1992-06-01,22,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
9970955, $-   ,"$68,830.67 ",2012-10-03,11,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
9971132, $-   ,"$758,983.68 ",2014-11-06,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
9972190, $-   ,"$664,872.89 ",1996-06-01,27,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
9975532, $-   ,"$301,342.17 ",1996-04-15,24,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
9978519, $-   ,"$142,326.86 ",1988-07-01,18,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
9979172, $-   ,"$182,565.24 ",1992-02-15,15,TRUE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
9983077, $-   ,"$1,252,544.80 ",1990-04-15,8,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
9986761, $-   ,"$364,659.53 ",1995-10-15,22,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,Y,N,N,N,Y,N,Y,51-100,English
9987950, $-   ,"$660,777.37 ",1984-11-01,17,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
9990954,$562.14 ,"$557,640.23 ",1991-11-15,16,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,Y,N,Y,01-May,English
9991386, $-   ,"$581,020.61 ",1971-06-15,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,N,06-Oct,English
9992154, $-   ,"$486,696.40 ",1997-04-01,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10000503, $-   ,"$332,565.67 ",1995-10-01,1,TRUE,TRUE,TRUE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,N, ,
10011811, $-   ,"$35,800.75 ",1995-12-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N,51-100,
10014818,$244.48 ,"$394,101.76 ",1994-08-15,13,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,Nov-50,English
10016553, $-   ,"$381,162.86 ",1987-04-01,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10016625, $-   ,"$136,584.67 ",1989-11-01,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
10018141,$298.03 ,"$388,030.72 ",1981-03-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10022223, $-   ,"$315,370.44 ",1990-02-01,21,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10023049, $-   ,"$40,060.00 ",1987-12-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10023327, $-   ,"$1,019,655.00 ",1983-04-15,9,FALSE,FALSE,FALSE,AUTO RENEW,,N,N,N,N,N,N,N,N,N, ,
10027843, $-   ,"$998,492.00 ",1995-11-15,22,TRUE,FALSE,FALSE,NOTICE,,N,N,N,N,N,N,N,N,Y,06-Oct,English
10031367, $-   ,"$222,593.37 ",1990-11-01,1,FALSE,TRUE,FALSE,AUTO RENEW,WEB,Y,N,N,N,N,N,N,N,N, ,
10035560, $-   ,"$331,871.20 ",2011-02-09,6,FALSE,TRUE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,51-100,English
10036933, $-   ,"$226,550.61 ",1988-01-01,23,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
10037250, $-   ,"$850,134.40 ",2009-12-21,16,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,51-100,English
10038299, $-   ,"$160,816.76 ",2003-10-02,16,TRUE,FALSE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10041420, $-   ,"$170,072.53 ",1991-03-15,20,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,01-May,English
10041664, $-   ,"$1,794,554.67 ",1997-07-15,26,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,Nov-50,English
10041716,"$1,390.40 ","$1,148,470.40 ",1982-05-01,14,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,500+,English
10052132, $-   ,"$923,945.00 ",1987-11-15,25,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,51-100,English
10059323, $-   ,"$78,950.00 ",1997-03-01,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N,06-Oct,
10061718,"$2,504.67 ","$147,775.33 ",1994-02-15,43,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10064912,$631.83 ,"$697,544.00 ",1993-02-01,24,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,51-100,English
10066538,"$3,456.67 ","$746,640.00 ",1995-02-01,8,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,Y,Y,N,N,N,N,N, ,
10067701,"$1,295.02 ","$431,240.55 ",1978-10-15,14,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,Y,Y,N, ,
10068271, $-   ,"$53,297.83 ",1984-12-01,6,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,
10069662, $-   ,"$252,798.80 ",2008-04-11,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10069741, $-   ,"$56,133.65 ",1990-12-15,4,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,101-500,English
10071762, $-   ,"$325,155.50 ",1983-08-01,4,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
10073096, $-   ,"$85,561.58 ",1996-09-01,8,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,01-May,
10075596, $-   ,"$6,584,177.60 ",2014-09-09,7,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N, ,
10080965, $-   ,"$19,798.44 ",1984-09-01,1,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,N,01-May,English
10082546, $-   ,"$1,741,543.47 ",1997-04-01,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,51-100,English
10083360, $-   ,"$519,135.91 ",1997-04-01,24,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,06-Oct,English
10087647,$151.63 ,"$21,682.61 ",1989-09-01,11,TRUE,FALSE,TRUE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,01-May,English
10092037, $-   ,"$1,041,495.47 ",1995-10-15,16,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10093881, $-   ,"$183,545.83 ",2004-05-17,1,FALSE,FALSE,FALSE,NOTICE,,N,N,N,N,N,N,Y,N,N, ,
10098604,$151.24 ,"$101,329.52 ",1976-02-01,5,FALSE,TRUE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,06-Oct,
10098851,$322.99 ,"$62,014.90 ",2004-08-30,12,TRUE,TRUE,TRUE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
10099499,$154.47 ,"$76,464.96 ",2005-02-14,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
10109296, $-   ,"$261,139.81 ",1997-07-15,20,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10112276, $-   ,"$133,213.33 ",1987-07-01,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,06-Oct,English
10114932, $-   ,"$841,480.00 ",1995-04-15,4,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
10116585, $-   ,"$550,420.00 ",1996-10-01,6,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
10117195,"$3,401.45 ","$2,333,394.70 ",1980-07-01,7,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,
10118264, $-   ,"$326,621.87 ",1998-02-15,7,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,06-Oct,English
10119498, $-   ,"$82,003.88 ",2015-03-18,3,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y, ,
10120688,$344.80 ,"$95,164.80 ",2018-04-22,2,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,Nov-50,English
10122171, $-   ,"$273,117.75 ",1994-10-15,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,01-May,English
10123940, $-   ,"$209,320.00 ",1979-09-15,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10127990, $-   ,"$401,204.57 ",1996-02-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10133995,"$1,901.17 ","$45,628.00 ",1980-01-01,31,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10137192, $-   ,"$1,707,912.50 ",2008-01-24,5,TRUE,TRUE,TRUE,NOTICE,MAIL,Y,N,N,N,N,N,N,N,N,500+,Spanish
10138900, $-   ,"$301,576.00 ",1979-04-01,23,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,Nov-50,English
10140470,$470.94 ,"$222,285.57 ",1985-02-15,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,Nov-50,English
10140636, $-   ,"$268,501.33 ",1990-01-01,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10141824, $-   ,"$112,158.67 ",1989-04-15,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10142450, $-   ,"$453,381.69 ",1996-09-01,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,Y,06-Oct,English
10142759, $-   ,"$377,785.33 ",1992-04-01,17,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
10145046,$235.52 ,"$143,196.16 ",1992-01-01,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10145792, $-   ,"$468,090.86 ",1980-01-15,15,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10146336, $-   ,"$593,202.86 ",1989-12-25,23,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
